rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
662990,670087,"SCOTT & WHITE CEDAR PARK","900 E WHITESTONE BLVD","CEDAR PARK",TX,78613,WILLIAMSON,12420,U,STH,2,4,01/01/2019,06/30/2019,27.03,"","",2,"",4,8,1448,"",1,"",3,"",2,"",4,8,1448,"",1,"",3,"",2,"",4,8,1448,"",1,"",3,14997,51101,28167,195413,980736,2146785,41424,2849690,156419,10900758,11057177,156197,"",980736,900,"","",-1,"","",582983,"",94305,272938,"",3292077,"","","","","",1655230,"","",126804,"","","",3418881,168287,100760,392,"",381913,28069,1148775,"","","","","",1148775,2270106,2270106,3418881,"",3738,"","","","","","",156419,10916055,11072474,8522142,2550332,3127521,-577189,91176,-486013,"",-486013,0.257723,67094,909270,"",""
662993,41323,"ASHLEY COUNTY MEDICAL CENTER","1015 UNITY ROAD",CROSSETT,AR,71635-,ASHLEY,99904,R,CAH,1,2,10/01/2018,09/30/2019,218.13,"",318,2369,352,4061,25,9125,135,437,125,816,318,17397,352,43029,35,12775,135,527,125,914,12,1321,331,2374,19,6935,135,437,125,816,282089,2357381,1283009,1646662,18002678,18511589,1856071,29807533,20288545,48357941,68646486,"","","","","","",41454,"","",7995796,-4252199,983037,214151,"",6012525,202606,"","","","",29671087,"","",10023880,687337,515162,1202499,17238904,1786604,1475429,"","","","",3262033,"",4208376,"","",4208376,7470409,9768495,9768495,17238904,"","","","","","","","",19954242,54364809,74319051,39477062,34841989,36514267,-1672278,2102269,429991,"",429991,0.434218,2765770,7207032,"",""
663020,181315,"FORT LOGAN HOSPITAL","110 METKER TRAIL",STANFORD,KY,40484,LINCOLN,99918,R,CAH,1,2,10/01/2018,09/30/2019,139.58,"","",1769,"",4620,25,9125,"",133,"",878,"",9760,"",50604,25,9125,"",133,"",878,"",538,"",2232,25,9125,"",133,"",878,192842,2785377,1098880,1098880,11744750,9132777,1023342,21998276,13027578,54868956,67896534,"","","","","","",1493050,"","",9522207,-6099350,432310,141599,"",5489816,1140614,355446,15684632,63957,539019,10554980,"","",8632169,"","","",14121985,3236867,574243,"",8910,"",20683327,24503347,"","","","","",24503347,-10381362,-10381362,14121985,"","","","","","","","",13112029,56748546,69860575,44837545,25023030,20877527,4145503,-2127895,2017608,"",2017608,0.323997,7340668,11140392,"",""
663133,341319,"TRANSYLVANIA COMMUNITY HOSPITAL","260 HOSPITAL DRIVE",BREVARD,NC,28712-,TRANSYLVANIA,99934,R,CAH,1,2,10/01/2018,01/31/2019,249.22,"","",870,146,1794,25,3075,"",254,40,506,"",2743,146,9152,35,4305,"",254,40,506,"",730,127,1502,21,2583,"",254,40,506,483840,3569208,2225732,2487568,5438578,15129616,982495,18416446,7424091,54169157,61593248,"","","","","","",26627,"","",38781669,-26468153,1746310,"","",33459468,7913355,422520,30060785,354806,71165,9956576,"","",36166000,11159320,4377847,32110936,101736404,1387619,1374872,45260,"","",8792111,17228816,"","","","","",17228816,84507588,84507588,101736404,"","","","","","","","",8850089,58172212,67022301,46416951,20605350,20568194,37156,3245695,3282851,"",3282851,0.299001,1514762,5941780,"",""
663135,341326,"ANGEL MEDICAL CENTER","120 RIVERVIEW STREET",FRANKLIN,NC,28744-,MACON,99934,R,CAH,1,2,10/01/2018,01/31/2019,200.92,"","",1295,91,2127,25,3075,"",318,27,560,"",3829,1847,10814,25,3075,"",318,27,560,"",917,65,1469,20,2460,"",318,27,560,473541,3565617,2143933,2143933,4734509,14698814,826366,18529997,9131290,59644357,68775647,"","","","","","",56138,"","",44986223,-33252331,1767765,10017,250878,15003809,3480000,531727,39437395,2890638,4302757,14893808,"","",23390452,"",2222232,2222232,40616493,1242942,1059921,38497,707016,"",1820612,4868988,"","","",7309302,7309302,12178290,28438203,28438203,40616493,"","","","","","","","",9084288,62813193,71897481,53102029,18795452,19433323,-637871,1066927,429056,"",429056,0.269427,1642829,5908103,"",""
663298,204008,"RIVERVIEW PSYCHIATRIC HOSPITAL","250 ARSENAL STREET",AUGUSTA,ME,04332-,KENNEBEC,99920,R,PH,2,10,01/30/2019,06/30/2019,312.19,"","",1554,55,11250,92,13984,"",36,1,102,"",1554,55,11250,92,13984,"",36,1,102,"",1554,55,11250,92,13984,"",36,1,102,"","","","",6866783,10499726,309990,15786927,10097704,1038,10098742,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17366509,-17366509,"",-17366509,"",-17366509,"","","","",""
663314,341329,"BLUE RIDGE REGIONAL HOSPITAL","125 HOSPITAL DRIVE","SPRUCE PINE",NC,28777,MITCHELL,99934,R,CAH,1,2,10/01/2018,01/31/2019,176.53,"","",655,102,1608,25,3075,"",182,32,409,"",4772,102,16692,25,3075,"",182,32,409,"",554,102,1293,25,3075,"",182,32,409,276392,2874149,1602313,1868371,4319440,11162440,817864,14515077,4578229,43917941,48496170,"","","","","","",8421645,5951202,"",34305445,-25111528,1415898,"","",25720762,3233077,"",41720961,2263882,225936,15256329,"","",31422656,2447231,2249525,4696756,61840174,461498,"",35980,"",234835,9959476,21841299,"",168923,"","",168923,22010222,39829952,39829952,61840174,"","","","","","","","",5619938,44979005,50598943,35705693,14893250,15481880,-588630,1855337,1266707,"",1266707,0.299304,1316287,5286750,"",""
663374,421302,"FAIRFIELD MEMORIAL HOSPITAL","102 US HWY 31 BYPASS NORTH",WINSBORO,SC,29180-0620,FAIRFIELD,17900,U,CAH,1,9,10/01/2018,12/18/2018,12.17,"","","","","",25,9125,"","","","","","","","",25,9125,"","","","","","","","",25,9125,"","","","",116801,40553,130995,130995,837001,1854556,87202,2070896,"",2317771,2317771,"","","","","","",69741,"","",104028,-100855,"",26767,"",109799,9325,682,4278403,396074,1373709,508017,"",1687238,766432,588345,1441382,2029727,2905958,1988905,9536,"",1364028,"",18859,3381328,"",230503,"",10545567,10776070,14157398,-11251440,-11251440,2905958,"","","","","","","","","",2393581,2393581,915564,1478017,2691557,-1213540,265753,-947787,-250076,-697711,0.893486,12503,51496,"",""
663425,102028,"SSH - THE VILLAGES","5050 COUNTY ROAD 472",OXFORD,FL,34484,SUMTER,45540,U,LTCH,2,4,04/03/2019,06/30/2019,23.92,"","",1034,"",2530,40,14600,"",39,"",76,"",1034,"",2530,40,14600,"",39,"",76,"",1034,"",2530,40,14600,"",39,"",76,"","","","",1813609,2824249,292962,4786360,14381238,1482144,15863382,"","",1813609,"","","","","","",4134579,"","",11636,116193,4262408,524791,"",8806762,310017,"",2665400,"","",11836478,"",7811978,-15445279,653607,798363,422873,"","","","",1221236,"","","","","",1221236,-567629,-567629,653607,"","","","","","","","",15863382,"",15863382,11344166,4519216,4637857,-118641,9648,-108993,-1015,-107978,0.301724,"","","",""
663627,430082,"SIOUX SAN HOSPITAL","3200 CANYON LAKE DRIVE","RAPID CITY",SD,57702,PENNINGTON,39660,U,STH,2,7,10/01/2018,06/01/2019,240,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10368268,18893485,555434,9523516,"",118116,118116,1,"",10368268,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12,"","","","","","","",29261753,-29261753,"",-29261753,"",-29261753,"","","","",""
663821,673051,"KINDRED REHAB HOSPITAL NE HOUSTON","18839 MCKAY BLVD",HUMBLE,TX,77338,HARRIS,26420,U,RH,1,4,01/01/2019,07/31/2019,95.9,"","",2874,"",5833,46,9752,"",233,"",451,"",2874,"",5833,46,9752,"",233,"",451,"",2874,"",5833,46,9752,"",233,"",451,"","","","",3838210,4679782,89398,8350523,13471958,932935,14404893,519133,"",3838210,367926,"","",-54615,"","",4409814,-1163944,65346,297246,"",3560591,"","","",397680,"",545640,"","",755370,"",1455000,1455000,5770961,599636,440781,25012,"","",538244,1603673,"","","",3520940,3520940,5124613,646348,646348,5770961,"","","","","","","","",13471958,932935,14404893,4591300,9813593,8517992,1295601,13803,1309404,"",1309404,"","","","",""
663925,440193,"UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY",LEBANON,TN,37087,WILSON,34980,U,STH,1,4,11/01/2018,07/31/2019,306.19,"","",3163,1311,10014,170,46410,"",738,370,2542,"",5383,4551,17285,245,66885,"",949,688,3447,"",2460,961,7266,158,43134,"",738,370,2542,3590915,11438063,4996110,8725981,20375076,39931862,4523166,58480857,224242446,305124508,529366954,4399422,"",20375076,65196,"","",-14087,"","",29818086,-18524940,3103822,791830,162387,15337098,3357500,1453114,53052649,7144790,87090,9168839,4174672,"",55894739,"",2880540,2880540,74112377,2427495,2110334,261840,354669,"",681630,71816316,"",159643,"","",159643,71975959,2136418,2136418,74112377,"","",6084587,"",106328,0.0699,4491224,"",224242446,305025889,529268335,472478387,56789948,60306938,-3516990,98455,-3418535,"",-3418535,0.110473,5396348,82610401,"",""
664023,50784,"TULARE REGIONAL MEDICAL CENTER","869 CHERRY STREET",TULARE,CA,93274,TULARE,47300,U,STH,2,11,01/30/2019,03/14/2019,11.37,"","",133,13,405,108,4752,"",23,4,83,"",133,13,405,108,4752,"",23,4,83,"",129,13,401,94,4136,"",23,4,83,"",81990,41481,41481,1886475,5755437,291997,6439787,10810025,1918559,12728584,210612,"",1886475,246686,"","",1276406,1896,"",12449640,-12377412,363197,527810,16014491,18256028,2225137,1076735,45634689,607391,40759576,"","","",156575317,"",315823,315823,175147168,32062006,12660,"",1404613,13192572,"",46671851,110962136,"","","",110962136,157633987,17513181,17513181,175147168,"",203179,"","",6984,0.1375,"","",10810025,1918559,12728584,9663992,3064592,7641912,-4577320,3567452,-1009868,"",-1009868,0.505931,10551011,5913358,"",""
664097,443036,"WEST TENNESSEE HEALTHCARE REHABILITA","616 WEST FOREST AVENUE",JACKSON,TN,38301,MADISON,27180,U,RH,1,5,10/01/2018,09/30/2019,118.96,"","",10564,"",14708,48,17520,"",860,"",1183,"",10564,"",14708,48,17520,"",860,"",1183,"",10564,"",14708,48,17520,"",860,"",1183,"","","","",7692082,7793529,1692769,14839496,31483865,"",31483865,"","",7692082,"","","",2514935,"","",2594364,-720341,74297,21658,"",4484913,"","",18275709,"","",3377568,"","",18535838,"",13444957,13444957,36465708,125166,508623,"","","",1959379,2593168,"","","",17502811,17502811,20095979,16369729,16369729,36465708,"","","","","","","","",31483865,"",31483865,13113332,18370533,15485611,2884922,68504,2953426,"",2953426,"","","","",""
664112,131318,"WALTER KNOX MEMORIAL HOSPITAL","1202 EAST LOCUST",EMMETT,ID,83617,GEM,14260,R,CAH,1,9,10/01/2018,09/30/2019,118.92,"","",334,132,898,13,4745,"",59,35,197,"",7951,132,26511,13,4745,"",59,35,197,"",183,46,567,13,4745,"",59,35,197,79417,1703638,1295989,1945987,10984703,8196641,956649,16834613,3659562,21846361,25505923,"","","","","","",256074,"","",5875411,-2753000,353687,44404,195000,3977368,98481,632535,5879666,"",3231200,5996240,"",491348,4185786,"",331756,331756,8494910,622965,976767,"",156463,"",129000,1885195,"","","",413008,413008,2298203,6196707,6196707,8494910,"","","","","","","","",3954562,25952175,29906737,11462693,18444044,19181344,-737300,240952,-496348,"",-496348,0.660028,2496019,4718059,"",""
664129,373034,"ST. JOHN REHABILITATION HOSPITAL  AN","1200 WEST ALBANY DRIVE","BROKEN ARROW",OK,74012,TULSA,46140,U,RH,1,5,10/01/2018,09/30/2019,133.53,"","",9235,139,13956,40,14600,"",807,10,1218,"",9235,139,13956,40,14600,"",807,10,1218,"",9235,139,13956,40,14600,"",807,10,1218,"","","","",9177408,8366896,1371391,16450033,31304922,189,31305111,"","",9177408,"","","",3112515,"","",2164178,-572411,64857,17959,"",4787098,"","",16609160,6720,"",3193904,"","",16866239,"",11393360,11393360,33046697,2209196,533702,"","","",273870,3016768,"","","",15528010,15528010,18544778,14501919,14501919,33046697,"","","","","","","","",31305112,"",31305112,11375456,19929656,17544304,2385352,42610,2427962,3,2427959,"","","","",""
664144,670127,"EL PASO LTAC HOSPITAL","1221 N. COTTON STREET  3RD FLOOR","EL PASO",TX,79902-,"EL PASO",21340,U,STH,2,5,01/01/2019,06/30/2019,53.85,"","",914,"",1854,33,12045,"",60,"",114,"",914,"",1854,33,12045,"",60,"",114,"",914,"",1854,33,12045,"",60,"",114,"","","","",1300044,1521292,379087,2879615,8361188,"",8361188,200844,"",1300044,"","","",74310,"","",1074698,"","","",-134299,1011388,"","","",1667040,309318,562903,50709,"",1143318,"",22500,22500,2177206,1812640,"",84881,"","","",1897521,"",289060,"","",289060,2186581,-9375,-9375,2177206,"",554070,"","","","","","",8361188,"",8361188,5685608,2675580,2821336,-145756,13816,-131940,"",-131940,0.344403,"","","",""
664145,673050,"ENCOMPASS HEALTH REHABILITATION HOSP","13031 WORTHAM CENTER DRIVE",HOUSTON,TX,77065,HARRIS,26420,U,RH,1,4,10/01/2018,09/30/2019,155.43,"","",12150,"",17942,60,21900,"",946,"",1352,"",12150,"",17942,60,21900,"",946,"",1352,"",12150,"",17942,60,21900,"",946,"",1352,"","","","",10836795,11969217,344374,20591083,42380256,337293,42717549,"","",10836795,"","","",4696983,"","",3723562,-962528,83837,263586,"",7805440,"","",335640,"","",4188552,"","",1205836,"",5415207,5415207,14426483,611473,648048,"","","",1926536,3186057,"","","",3894664,3894664,7080721,7345762,7345762,14426483,"","","","","","","","",42383511,334037,42717548,16497199,26220349,22806012,3414337,235099,3649436,1,3649435,"","","","",""
664176,110076,"EMORY DECATUR","2701 NORTH DECATUR ROAD",DECATUR,GA,30033-,DEKALB,12060,U,STH,1,2,07/01/2019,08/31/2019,1901.48,15,"",2642,1355,13260,392,24304,"",568,307,3091,"",3010,1562,14473,422,26164,"",598,307,3223,"",2313,1056,9805,318,19716,"",568,307,3091,3287080,7550904,5374070,6078313,22574787,35162075,1528626,52232977,98994265,98788646,197782911,1438060,"",22574787,2395013,"",9630,20486627,"","",151917654,-107425017,5831089,4476029,"",78949129,13320000,770000,54623210,511500,2481912,32004683,"","",93880690,1284742,15804914,17708169,190537988,27334309,4978685,"","","",892923,36863254,"",92529525,"",36989199,129518724,166381978,24156010,24156010,190537988,"",4840180,"","",324655,0.2683,4482480,88062,98994263,98788644,197782907,140713643,57069264,57736862,-667598,6357487,5689889,"",5689889,0.264092,6448571,27376824,5621,31234
664177,110226,"EMORY HILLANDALE HOSPITAL","2801 DEKALB MEDICAL PARKWAY",LITHONIA,GA,30058,DEKALB,12060,U,STH,1,2,07/01/2019,08/31/2019,479.44,"","",576,375,3023,90,5580,"",130,86,685,"",576,375,3023,90,5580,"",130,86,685,"",493,338,2696,82,5084,"",130,86,685,1659177,5550669,2664689,2666872,5455941,6760590,450853,11138989,18603730,44314310,62918040,1056369,"",5455941,727534,"","",23385767,"","",61511880,-48396373,1178597,"","",39142324,2680000,533000,21881442,"",720481,10151897,"","",29503341,"",301313,301313,68946978,3607012,"","","","",1971658,5578670,"",72260713,"",1432905,73693618,79272288,-10335823,-10335823,68936465,"",1033102,"","",30993,0.12,1170800,"",19748390,43173346,62921736,43169212,19752524,12216531,7535993,154223,7690216,"",7690216,0.17704,1915791,9502649,11513,77363
664271,673066,"ENCOMPASS HEALTH REHABILITATION HOSP","2121 BUSINESS CENTER DRIVE",PEARLAND,TX,77584,BRAZORIA,26420,U,RH,1,4,10/01/2018,09/30/2019,128.91,"","",9571,"",13924,40,14600,"",753,"",1090,"",9571,"",13924,40,14600,"",753,"",1090,"",9571,"",13924,40,14600,"",753,"",1090,"","","","",9676995,10083858,1439118,19298939,32671190,"",32671190,"","",9676995,"","","",3979185,"","",3371089,-646326,98296,37889,"",6840133,"","",16580657,"","",3480265,"","",17362990,"",5422057,5422057,29625180,854763,492032,"","","",499161,1845956,"","","",4238431,4238431,6084387,23540793,23540793,29625180,"","","","","","","","",32671191,"",32671191,10904645,21766546,19760853,2005693,18414,2024107,"",2024107,"","","","",""
664370,83026,"ENCOMPASS HEALTH REHABILITATION HOSP","250 EAST HAMPDEN RD",MIDDLETOWN,DE,19709,"NEW CASTLE",48864,U,RH,1,4,10/01/2018,09/30/2019,117.44,"","",9295,59,13002,37,13505,"",793,4,1105,"",9295,59,13002,37,13505,"",793,4,1105,"",9295,59,13002,37,13505,"",793,4,1105,"","","","",8008110,9106495,1342790,15162504,27671128,"",27671128,"","",8008110,"","","",4610691,"","",3529742,-579702,79266,21524,"",7661521,"","",18502074,55750,"",2871057,"","",15790973,"",3408635,3408635,26861129,233601,658596,"","","",10827,903024,"","","",2333236,2333236,3236260,23624869,23624869,26861129,"","","","","","","","",27671127,"",27671127,4321720,23349407,17114605,6234802,2632,6237434,"",6237434,"","","","",""
664435,241373,"PERHAM MEMORIAL HOSPITAL AND HOME","1000 CONEY STREET WEST",PERHAM,MN,56573,"",99924,R,CAH,1,11,10/01/2018,09/30/2019,283.71,"","",1062,277,2548,25,9125,"",248,44,868,"",5234,21485,48621,121,44165,"",248,44,868,"",949,153,2125,25,9125,"",248,44,868,70904,1324123,919356,3088806,26728853,31605742,4611387,43628599,24365180,58599631,82964811,"","","","","","",2356940,10368593,"",8470898,"",918381,207810,"",22322622,512946,531506,68925607,"","",17392274,"","",36952575,20035821,4637411,24673232,83948429,3347852,2179306,"",1194173,"",188972,6910303,"","","",40364091,40364091,47274394,36674035,36674035,83948429,"","","","","","","","",25677028,72414303,98091331,42734919,55356412,59658718,-4302306,4762582,460276,"",460276,0.525869,4546588,12771314,"",""
664599,250079,"SHARKEY-ISSAQUENA COMM HOSPITAL","108 SOUTH FOURTH STREET","ROLLING FORK",MS,39159,SHARKEY,99925,R,STH,1,9,10/01/2018,07/31/2019,78.78,"","",981,53,1378,19,5776,"",78,9,133,"",2554,13245,18027,83,25232,"",180,9,237,"",287,53,563,19,5776,"",78,9,133,9602,847242,456940,456940,4746643,6318138,136453,10291489,6066939,13362948,19429887,589951,"",4746643,1054342,20775,"",117354,2076160,"",5165836,-3197968,160895,42868,12593,4360341,5750,86180,2462751,15501,913814,2036479,303735,462834,1448794,"",78756,78756,5887891,1282475,298743,20107,102281,"",108494,1812100,"",2074030,"","",2074030,3886130,2001761,2001761,5887891,"","",307032,"",16833,0.2193,"","",6168993,14228103,20397096,10832811,9564285,11064781,-1500496,585228,-915268,"",-915268,0.529673,1046539,1240840,9304,10270
664851,252008,"KPC PROMISE HOSPITAL OF VICKSBURG","2100 HIGHWAY 61 N  6TH FLOOR",VICKSBURG,MS,39180,WARREN,99925,R,LTCH,2,4,06/15/2019,08/31/2019,98,"","",1426,"",2236,35,2730,"",56,"",99,"",1426,"",2236,35,2730,"",56,"",99,"",1426,"",2236,35,2730,"",56,"",99,"","","","",957962,1153599,1910,2035127,8008274,"",8008274,"","","","","","",4400,"","",7156400,-5836471,164291,1981,"",1490601,"","","","","",27145,"","",25465,"","",-585615,930451,212610,56745,33817,"","",567038,870210,"","","","","",870210,60241,60241,930451,"","","","","","","","",8008274,"",8008274,5836472,2171802,2111561,60241,"",60241,"",60241,"","","","",""
