rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
710826,370030,"BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH",BLACKWELL,OK,74631,KAY,99937,R,STH,1,4,01/01/2019,12/31/2019,58.71,"","",770,57,1167,34,12410,"",244,18,386,"",770,57,1167,34,12410,"",244,18,386,"",770,57,1167,34,12410,"",244,18,386,124268,3637768,758856,758856,3302842,6294412,311804,6718543,6958497,34052653,41011150,579114,"",3302842,185353,"","",115758,"","",6481763,-4821192,42649,117330,"",2140278,69794,"",2417863,"",20796,787221,"","",1949186,"",300,300,4089764,792507,270327,92459,235557,"",144067,1798547,"",19950,"","",19950,1818497,2271267,2271267,4089764,"",944960,344014,"","","","","",7344507,34635018,41979525,33929777,8049748,9597254,-1547506,705595,-841911,"",-841911,0.163822,2252439,6631944,"",""
710829,390002,"UPMC MCKEESPORT","1500 FIFTH AVENUE",MCKEESPORT,PA,15132,ALLEGHENY,38300,U,STH,5,2,07/01/2019,06/30/2020,753.08,54.81,"",5377,927,36781,186,64922,"",1010,152,5449,"",6979,987,43455,213,74804,"",1065,157,5618,"",5237,908,35618,182,63402,"",1010,152,5449,2596022,5858818,3659255,3747947,43897257,109612211,5380122,108200588,275572246,471678520,747250766,10477659,"",43691286,4497362,42797,"",201489792,"",1411118,66489960,-51386009,3290934,"",2554,223830428,677783,1163242,87683305,1062193,51843653,40897276,"",2390615,42031542,11674672,"",11674672,277536642,640763,"","",202758,"",12470382,13313903,"",316970,"","",316970,13630873,252231097,263905769,277536642,"",1826750,4648242,"",540338,0.3338,14467933,955223,276904346,457523237,734427583,608896392,125531191,153509468,-27978277,12137755,-15840522,"",-15840522,0.144798,20086495,162727561,22483,225373
710836,390119,"MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE",SCRANTON,PA,18510-1798,LACKAWANNA,42540,R,STH,5,4,07/01/2019,06/30/2020,641.3,44.55,"",7310,2927,28663,160,53457,"",1464,1740,6282,"",10572,2927,34727,182,61509,"",1629,1768,6612,"",6520,445,19605,134,43941,"",1464,1740,6282,724629,11465674,2141137,2407678,41753875,108356095,4540014,114054407,479205903,637394234,1116600137,10731512,"",41753875,1884114,"","",-481494,"","",24901389,-10456953,4312088,1159485,604184,20038699,6967875,807106,83533172,11378678,3029070,16440778,8601391,"",81631401,"",8493830,8493830,110163930,4435220,3593506,5959,1176039,"",12555955,121677269,"",3137926,"","",3137926,124815195,-14651265,-14651265,110163930,"",3390746,10010097,"",804051,0.24,5848531,546286,479205903,637394234,1116600137,974923157,141676980,150109970,-8432990,3358089,-5074901,"",-5074901,0.102144,16933959,223062654,176470,1171994
710839,420011,"CANNON MEMORIAL HOSPITAL","123 W.G. ACKER DRIVE",PICKENS,SC,29671-,PICKENS,24860,U,STH,1,2,01/01/2019,12/31/2019,185.53,"","",873,26,2864,42,15330,"",249,7,828,"",3803,3675,19139,42,15330,"",249,7,828,"",703,23,2280,38,13870,"",249,7,828,1667158,5378811,2911996,2918142,10274718,14592467,582014,19005113,13898949,71619841,85518790,1830917,144608,10274718,"","","",2393401,"","",16578008,-14400638,263703,231911,"",5324779,758191,549733,11842563,"","",13166871,"","",5290802,"",154203,154203,10769784,1397141,941556,"",7215767,"",565950,10120414,"",189302,"",4060906,4250208,14370622,-3600838,-3600838,10769784,"",1224035,343330,"",15517,0.0396,"","",18139144,89112079,107251223,83785451,23465772,24867185,-1401413,679946,-721467,"",-721467,0.222233,2658662,19407924,"",""
710849,450051,"METHODIST DALLAS MEDICAL CENTER","1441 N BECKLEY AVE",DALLAS,TX,75203-1201,DALLAS,19124,U,STH,1,2,07/01/2019,06/30/2020,2232,66.9,"",17308,3730,77284,378,138348,"",3125,687,15044,"",17308,3730,77284,378,138348,"",3125,687,15044,"",13325,1806,47481,258,94428,"",3125,687,15044,39105360,128929783,71319712,71508400,144273675,323781702,27377021,387275470,1048891755,724060287,1772952042,29458870,"",144273675,2369498,"",1061123,429358,"","",54795658,"",11618502,1024378,"",69516362,12367234,11831950,263169888,"",48745265,205179654,"","",156533029,"",37883848,37883848,263933239,10901420,6001870,"","","",4881710,21785000,"","","",204824413,204824413,226609413,37323826,37323826,263933239,"",9571181,27443340,"",2031172,0.2195,33096279,2359602,1072443897,717206038,1789649935,1346260863,443389072,468055377,-24666305,40106372,15440067,"",15440067,0.218435,41517473,236260111,133785,1476288
710851,451317,"REFUGIO MEMORIAL HOSPITAL","107 SWIFT STREET",REFUGIO,TX,78377,REFUGIO,99945,R,CAH,2,11,01/01/2019,12/31/2019,117.63,"","",237,3,329,20,7300,"",32,1,56,"",3561,3,10871,20,7300,"",32,1,56,"",95,3,166,20,7300,"",32,1,56,616158,2946190,2102082,2102082,5513428,7931196,835722,12818656,1472956,23068587,24541543,"","","","","","",206038,7173303,"",10204608,-9348813,283077,592453,"",11008557,44168,249056,13588898,"",222289,6484683,58784,"",11625523,"","","",22634080,262019,458149,156912,"",47873,664120,1589073,"","","","","",1589073,21045007,21045007,22634080,"","","","","","","","",1531853,24690917,26222770,17258044,8964726,13444624,-4479898,5358181,878283,85,878198,0.522325,1047402,"","",""
710863,521304,"ST. JOSEPHS HEALTH SERVICES","400 WATER AVENUE",HILLSBORO,WI,54634-,VERNON,99952,R,CAH,2,2,01/01/2019,12/31/2019,106.88,"","",770,24,1109,25,9125,"",134,4,245,"",5138,24,16257,25,9125,"",134,4,245,"",417,24,694,25,9125,"",134,4,245,284237,686121,891468,2095007,8666228,12807844,190884,23236681,4445045,32689016,37134061,"","","","","","",7619583,"","",6785807,-3647638,398353,144945,"",11301050,756916,183518,7250330,"","",5198852,"","",26262392,515958,2256755,2772713,40336155,4879552,994021,"","","","",5873573,"",11208946,"",370172,11579118,17452691,22883464,22883464,40336155,"","","","","","","","",5129906,41266110,46396016,21660350,24735666,21474072,3261594,438686,3700280,686121,3014159,0.625751,2060838,5216734,"",""
710864,521359,"MEMORIAL MEDICAL CENTER  INC.","1615 MAPLE LANE",ASHLAND,WI,54806-,ASHLAND,99952,R,CAH,2,2,10/01/2018,09/30/2019,385.63,0.08,"",2172,766,4522,25,9125,"",769,305,1635,"",3112,1670,7398,35,12775,"",884,532,2127,"",2172,473,3975,25,9125,"",769,305,1635,598527,4260052,2342726,5683892,33975432,58876544,6480106,73275287,36839672,125555131,162394803,"","","","","","",8365539,43303656,"",16734756,-3064000,2986896,1706166,409735,71086945,426641,5745840,37439155,"",25397952,28007640,"","",52060254,32631752,364584,32996336,156143535,2891236,4776635,976682,2174368,"",2492937,13311858,"","","",10573082,10573082,23884940,132258595,132258595,156143535,"","","","","","","","",45568328,145281737,190850065,90976099,99873966,92851976,7021990,2265375,9287365,12655,9274710,0.451217,13364077,37022636,"",""
710879,100043,"MEASE HOSPITAL AND CLINIC","601 MAIN ST",DUNEDIN,FL,34698-5848,PINELLAS,45300,U,STH,2,2,01/01/2019,12/31/2019,591.14,"","",8849,3769,29055,112,40880,"",1837,204,6611,"",8849,3769,29055,112,40880,"",1837,204,6611,"",7763,3036,26099,92,33580,"",1837,204,6611,7139938,7215452,9287017,12531420,37413004,62731127,6206275,93326206,255419112,209215453,464634565,9727177,"",37413004,578774,"","",6856,"","",36698700,-30635561,4167003,431551,"",15295302,602263,1137597,47078821,"",27704191,19444345,689092,"",26251389,535174,4934324,5469498,47016189,3394302,2577584,"",11802,"","",5983688,"","","","","",5983688,41032501,41032501,47016189,"",10284076,3907248,"",392391,0.1106,"","",261535208,213176253,474711461,378476201,96235260,100144131,-3908871,2039034,-1869837,"",-1869837,0.200859,6780252,51854678,53345,370076
710881,100265,"MEASE HOSPITAL COUNTRYSIDE","3231 NORTH MCMULLEN BOOTH RD","SAFETY HARBOR",FL,33761-2045,PINELLAS,45300,U,STH,2,2,01/01/2019,12/31/2019,1628.91,"","",24876,7122,76485,299,109135,"",5533,218,15929,"",24876,7122,76485,299,109135,"",5533,218,15929,"",22195,5128,62557,263,95995,"",5533,218,15929,10884470,17499447,16619541,26822077,107561290,210071199,10387257,277571987,833980992,734881255,1568862247,25128593,"",107561290,499519,"","",102681,"","",121200003,-83042177,5653507,1586172,"",706898957,7939797,9298683,205050084,328874,86678700,29316051,600601,"",145855797,"",23743962,23743962,876498716,7571010,7179328,"",1093402,"","",15843740,"","","",1564985,1564985,17408725,859089991,859089991,876498716,"",33767384,"","",330920,0.0392,"","",844441124,759427904,1603869028,1220046405,383822623,317632489,66190134,2653654,68843788,"",68843788,0.176926,11754183,123869527,52223,725804
710891,153025,"ENCOMPASS HEALTH DEACONESS REHABILIT","9355 WARRICK TRAIL",NEWBURGH,IN,47630,VANDERBURGH,21780,U,RH,5,5,01/01/2019,12/31/2019,233.95,"","",20040,367,28509,98,37055,"",1521,26,2145,"",20040,367,28509,98,37055,"",1521,26,2145,"",20040,367,28509,98,37055,"",1521,26,2145,"","","","",13225842,14653834,1351992,26777030,60359775,814,60360589,3495895,"",13225842,150340,"","",6926314,"","",10161898,-2879430,63570,58757,"",14331109,1600058,"",24821678,1757768,"",8002515,"","",31397714,"",13732849,13732849,59461672,1232534,1275765,"","","",4596151,7104450,"","","",15449664,15449664,22554114,36907558,36907558,59461672,"","","","","","","","",60360589,"",60360589,21720629,38639960,27879676,10760284,206182,10966466,"",10966466,"","","","",""
710894,161367,"PELLA REGIONAL HEALTH CENTER","404 JEFFERSON ST",PELLA,IA,50219-1299,MARION,99916,R,CAH,2,2,01/01/2019,12/31/2019,509.73,"","",2338,792,5662,25,9125,"",427,186,1210,"",7467,8197,167066,31,11315,"",427,186,1210,"",1253,425,3225,22,8030,"",427,186,1210,39245,1334169,3393147,7174392,46011036,54237167,6486373,71977624,23743733,136577328,160321061,"","","","","","",4902529,"","",12781831,"",1331444,1670517,"",24078973,4125079,1212231,96866902,695677,"",27674911,"","",56233681,"",75327768,75327768,155640422,3642608,1867627,1192825,2284100,"",3939651,14667910,"",34309442,"",1578111,35887553,50555463,105084959,105084959,155640422,"","","","","","","","",24314408,168605781,192920189,102100254,90819935,100558434,-9738499,22734292,12995793,"",12995793,0.448959,3770512,16820593,"",""
710897,200024,"CENTRAL MAINE MEDICAL CENTER","300 MAIN STREET",LEWISTON,ME,04240-4500,ANDROSCOGGIN,30340,R,STH,5,2,07/01/2019,06/30/2020,2113.43,20.06,"",13214,6279,40055,221,80665,"",2692,1641,8613,"",14693,7012,43501,234,85410,"",2810,1641,8892,"",10918,4245,30456,170,62050,"",2692,1641,8613,1586573,19089831,8704585,22160674,152244630,266456900,15968601,300952327,380003357,428531359,808534716,20511397,"",152757867,11547167,246361,404031,3834020,58547834,"",147000461,-108389342,8833267,847372,"",135103629,2318022,8104830,188500067,5361425,1069037,232528878,"","",121580429,4845260,48874294,53719554,310403612,111134583,12747375,237754,5633046,2415213,43187486,175355457,"",101742935,"",5055219,106798154,282153611,28250001,28250001,310403612,"",8427308,21143431,"",790278,0.1069,23852691,1312261,433991640,506822715,940814355,608652874,332161481,418701530,-86540049,61378479,-25161570,"",-25161570,0.372219,28205166,111926728,"",""
710907,224041,"SOUTHCOAST BEHAVIORAL HEALTH","581 FAUNCE CORNER ROAD",DARTMOUTH,MA,02747-1242,BRISTOL,39300,U,PH,3,4,01/01/2019,12/31/2019,309.66,"","",12467,708,47186,142,51744,"",1129,54,4591,"",12467,708,47186,142,51744,"",1129,54,4591,"",12467,708,47186,142,51744,"",1129,54,4591,"","","","",21825318,10796400,1195409,29828418,56622000,"",56622000,"","","","","","",2078125,"","",7009198,"",53588,94347,29979,9265237,2006857,38777,28470191,293925,2406887,"","","",28219733,"",9200000,9200000,46684970,491022,1342536,50661,"","",221809,1924031,"","","","","",1924031,44760939,44760939,46684970,"","","","","","","","",58913661,"",58913661,19461627,39452034,32621718,6830316,465922,7296238,3,7296235,"","","","",""
710914,241354,"TRI COUNTY HOSPITAL","415 JEFFERSON STREET NORTH",WADENA,MN,56482,WADENA,99924,R,CAH,2,2,01/01/2019,12/31/2019,299.9,"","",891,76,2477,25,9125,"",282,20,796,"",12289,76,59032,25,9125,"",282,20,796,"",784,44,2042,23,8395,"",282,20,796,224913,1053163,1199939,4501777,28512251,39866043,2638718,55384068,19940888,92035901,111976789,"","","","","","",7189304,8162421,"",9709011,"",792110,405747,"",28187506,433225,1844890,34335530,"",1327117,16791694,"","",14916724,1496933,2118478,3615411,46719641,1875505,4526397,"",482290,"",93082,6977274,"",11494231,"",677058,12171289,19148563,27571078,27571078,46719641,"","","","","","","","",21419177,92254911,113674088,56547958,57126130,68378294,-11252164,17454132,6201968,38294,6163674,0.494603,5090115,16967049,"",""
710919,264007,"N.W. MO PSYCHIATRIC REHAB CTR","3505 FREDERICK AVENUE",ST.JOSEPH,MO,64506,BUCHANAN,41140,U,PH,2,10,07/01/2019,06/30/2020,207.23,"","",381,1460,39462,108,39528,"",9,2,11,"",381,1460,39462,108,39528,"",9,2,11,"",381,1460,7437,20,7320,"",9,2,11,"","","","",12276133,12406462,789325,23908061,27852271,1107,27853378,"","",12276133,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27852271,1107,27853378,7195680,20657698,26093101,-5435403,4721,-5430682,"",-5430682,"","","","",""
710956,471300,"GRACE COTTAGE HOSPITAL","185 GRAFTON ROAD",TOWNSHEND,VT,05353-0216,WINDHAM,99947,R,CAH,2,2,10/01/2018,09/30/2019,123.86,"","",3369,21,3925,19,6935,"",91,13,122,"",20401,7046,43099,19,6935,"",91,13,122,"",269,21,353,19,6935,"",91,13,122,18087,571624,420283,1816869,12702356,11870510,644180,19089391,8647783,19410929,28058712,"","","","","","",199022,"","",1918038,"",1847467,221271,"",4202746,30549,224257,7661880,"",719112,2349047,4761768,"",3182910,"",8268267,8324885,15710541,1946913,499473,"",1430707,"",1105179,4982272,"","","",817981,817981,5800253,9910288,9910288,15710541,"","","","","","","","",9069602,20627040,29696642,10983765,18712877,24211539,-5498662,5174808,-323854,"",-323854,0.680337,500586,2788577,"",""
710957,503026,"FRANCISCAN SPECIALTY CARE","815 S. VASSAULT STREET",TACOMA,WA,98465,PIERCE,45104,U,RH,2,5,01/01/2019,12/31/2019,100.6,"","",5208,17,10118,60,21900,"",417,2,785,"",5208,17,10118,60,21900,"",417,2,785,"",5208,17,10118,60,21900,"",417,2,785,"","","","",7556470,9728082,260708,17524597,40256598,"",40256598,1327228,"",7556470,1442096,"","",1359944,"","",4546436,-347539,91142,340033,"",5991313,"","","",163309,"",2705485,"","",2470489,"",7245050,7245313,15707115,1289596,691185,91158,"","",102255,2174194,"","","",597579,597579,2771773,12935342,12935342,15707115,"","","","","","","","",40256598,"",40256598,20356885,19899713,17284552,2615161,69262,2684423,"",2684423,"","","","",""
710995,194089,"GENESIS BEHAVIORAL HOSPITAL INC","847 STEWART STREET",LAFAYETTE,LA,70501,"",29180,U,PH,2,4,01/01/2019,12/31/2019,84.5,"","",1816,"",4951,18,6570,"",165,"",595,"",1816,"",4951,18,6570,"",165,"",595,"",1816,"",4951,18,6570,"",165,"",595,"","","","",3112757,4146003,3692,6082182,8383497,10327325,18710822,"","","","","","",392540,"","",1356480,"","","","",1749020,"","",98707,637722,"","","","",138608,"",15175,15175,1902803,49528,"",2808,"","","",52336,"","","","","",52336,1850467,1850467,1902803,"","","","","","","","",8383496,10327325,18710821,11277141,7433680,7258760,174920,424103,599023,"",599023,"","","","",""
710997,210022,"SUBURBAN HOSPITAL","8600 OLD GEORGETOWN RD",BETHESDA,MD,20814-1422,MONTGOMERY,43524,U,STH,2,2,07/01/2019,06/30/2020,1465.89,6.38,"",27177,4348,54639,228,83448,"",5713,611,12257,"",27177,4348,54639,228,83448,"",5713,611,12257,"",23451,3853,42438,184,67344,"",5713,611,12257,3643411,2058514,5305153,5305153,118577925,189857909,22799476,261218296,206959631,116629342,323588973,26039294,"",118577925,611632,"","",11664000,853000,"",29981000,"",11829000,3962000,1560000,64022000,685000,13819000,260504000,90000,90729000,122368000,"","",304315000,236036000,6357000,242393000,610730000,37452000,"","","",93000,9507000,66971000,"","","",135845000,135845000,202816000,407914000,407914000,610730000,"",20812589,64107071,"","",0.0457,187181,1015809,206960127,117616245,324576372,49374011,275202361,308435834,-33233473,38968206,5734733,363597,5371136,0.807253,12890039,13712807,"",""
711007,252007,"SSH - JACKSON INC","5903 RIDGEWOOD RD",JACKSON,MS,39211,HINDS,27140,U,LTCH,2,4,03/01/2019,02/29/2020,157.5,"","",12119,"",16166,53,19398,"",480,"",626,"",12119,"",16166,53,19398,"",480,"",626,"",12119,"",16166,53,19398,"",480,"",626,"","","","",11112777,15915772,823036,25291520,110138464,122877,110261341,"","",11112777,"","","",14922,"","",3427335,"","",6940,156734,4094151,187958,"",3204503,95445,"",6661421,"","",4041181,"",67063,-1425269,6710063,3355778,763708,"","","","",3779886,"","","",3490259,3490259,7270145,-560082,-560082,6710063,"","","","","","","","",110261341,"",110261341,82893292,27368049,27108194,259855,664778,924633,2011698,-1087065,"","","","",""
711019,360003,"UNIVER.OF CINCINNATI MED CENTER LLC","234 GOODMAN STREET",CINCINNATI,OH,45219-,HAMILTON,17140,U,STH,5,2,07/01/2019,06/30/2020,4537,478.94,"",31383,11027,147199,518,189588,"",5005,1995,22240,"",33870,13213,161863,558,204228,"",5202,2145,23695,"",24656,6307,97296,369,135054,"",5005,1995,22240,18493801,50183617,31323632,86247424,308917893,728636953,40470912,906956637,2449454378,1807328301,4256782679,68142797,"",308917893,11770619,"",8846849,1687434,"","",722844017,-573656509,10153784,"","",553718081,2150699,5898234,374295781,7475370,155706002,370321535,"","",316323277,"","","",870041358,14934839,3046136,917151,"","",106550626,125448752,"","","",64939422,64939422,190388174,679653184,679653184,870041358,"",15674512,45644856,"",4523836,0.2951,46514931,20280890,2467406888,1862602140,4330009028,3360967611,969041417,1038231668,-69190251,85802648,16612397,"",16612397,0.213062,186815204,1183686728,"",""
711022,360064,"ST. ELIZABETH HEALTH CENTER","1044 BELMONT AVENUE",YOUNGSTOWN,OH,44501-1790,MAHONING,49660,R,STH,3,1,01/01/2019,12/31/2019,1796.71,73.37,"",20840,2030,79106,337,123370,"",4620,482,18184,"",25393,3152,99356,401,146730,"",5102,672,21112,"",17153,1533,64821,288,105120,"",4620,482,18184,3444792,26988059,9667253,21625477,110401166,254274284,20097397,318567558,994782716,859476617,1854259333,27021141,"",110403418,602494,"",1065083,4139541,43311,"",74863233,-25589994,12005616,1253778,"",78576558,10329811,5126530,128204968,"",127365341,262150706,"","",113886031,705786,3368881,4074667,196537256,46965178,-4075,"",4127364,"",105960,55746701,"",32139345,"",11018304,43157649,98904350,97632906,97632906,196537256,"",31966863,11736413,"",1072916,0.0982,56371452,5202569,994758013,861207065,1855965078,1467358581,388606497,364675450,23931047,9717124,33648171,56796,33591375,0.171803,53597465,406868689,"",""
711047,521340,"MCHS-RED CEDAR","2321 STOUT ROAD",MENOMONIE,WI,54751-,DUNN,99952,R,CAH,2,2,01/01/2019,12/31/2019,328.1,0.47,"",2801,455,4581,25,9125,"",416,126,869,"",2801,455,4637,25,9125,"",416,126,869,"",1548,266,2399,25,9125,"",416,126,869,"",1238197,433369,4136535,35861320,20607470,2660575,64382279,18637989,127157927,145795916,"","","","","","",4048,"","",41689499,-25981001,921022,"","",44187790,2124649,1001612,46375553,"","",15467722,"","",23597745,1714862,42320,1757182,69542717,1226869,722414,"","","",1044602,14773911,"","","",1708147,1708147,16482058,53060659,53060659,69542717,"","","","","","","","",23883552,175545935,199429487,95819737,103609750,93097863,10511887,10366862,20878749,"",20878749,0.441592,4848114,19364663,"",""
711055,51990,"SUNLAND HOME FOUNDATION","691 SPARTA DRIVE",ENCINITAS,CA,92024,"SAN DIEGO COUNTY",41740,U,RNMHC,2,1,01/01/2019,12/31/2019,26.12,"","",146,"",175,9,3285,"",14,"",15,"",146,"",3768,20,7300,"",14,"",55,"",146,"",175,9,3285,"",14,"",15,"","","","",1380988,807396,126361,1955438,1452761,"",1452761,"","","","","","",750,185468,"",136007,"",21964,41746,5713,391648,1466594,"",3404563,"","","",567506,"",3309106,2448557,"",2448557,6149311,23577,116731,"","","","",140308,"","","","","",140308,6009003,6009003,6149311,"","","","","","","","",1452761,360,1453121,49275,1403846,2188384,-784538,1972767,1188229,"",1188229,"","","","",""
711064,110078,"EMORY UNIVERSITY HOSPITAL MIDTOWN","550 PEACHTREE STREET",ATLANTA,GA,30308,"",12060,U,STH,5,2,09/01/2019,08/31/2020,3610,122.61,"",28102,22336,155711,532,194712,"",4532,2246,20891,"",28102,22336,155711,532,194712,"",4532,2246,20891,"",22288,14060,101536,394,144204,"",4532,2246,20891,17571723,78334609,81871489,103745822,261303833,840992512,30943492,877883648,1443171591,1767225245,3210396836,61163120,"",261303833,"","","",760688740,23828661,"",340968944,-192466887,14183764,2124849,"",955263005,23217785,1039039,248355910,2479037,236104920,254582510,830336,"",432090616,3555,4797704,4801259,1392154880,134930604,123438287,"","","",26790543,285159434,"",328644215,"",129598609,458242824,743402258,648752622,648752622,1392154880,"","",60230079,"",3302114,0.2193,59321769,3480094,1424701832,1785698398,3210400230,2166340855,1044059375,1102835394,-58776019,200233033,141457014,"",141457014,0.27345,64794511,337677915,"",""
711071,114032,"SOUTHERN CRESCENT HOSPITAL","255454 YORKTOWNE DRIVE","COLLEGE PARK",GA,30349,CLAYTON,12060,U,PH,2,4,01/01/2019,12/31/2019,280.4,"","",8956,"",44287,172,62780,"",691,"",5421,"",8956,"",44287,172,62780,"",691,"",5421,"",8956,"",44287,172,62780,"",691,"",5421,"","","","",17317744,18890098,971604,33209386,97396200,8306800,105703000,"","","","","","",-95743,"","",8094291,-4265927,45259,92988,"",3870868,630000,"",15391679,"","",2740611,"","",8764356,"",2003296,2003296,14638520,1236883,1748108,30756,"","","",-85513759,"",185500,"","",185500,-85328259,99966779,99966779,14638520,"","","","","","","","",98171387,8563600,106734987,74380980,32354007,36207842,-3853835,111192,-3742643,-15,-3742628,"","","","",""
711088,210009,"THE JOHNS HOPKINS HOSPITAL","1800 ORLEANS ST",BALTIMORE,MD,21287,"BALTIMORE CITY",12580,U,STH,2,2,07/01/2019,06/30/2020,9712.75,875.63,"",79521,17043,292278,952,348432,"",9877,11050,39549,"",79521,17043,292278,952,348432,"",9877,11050,39549,"",68042,12839,231855,770,281820,"",9877,11050,39549,12228658,39969359,61428064,61428064,689247270,1915201795,121716252,1891650430,1535282709,933157594,2468440303,201957974,"",696416908,74289122,"","",41380000,"","",277898000,"",76891000,50664000,3840000,545824000,"","",2392885000,"","","","","",1190427000,1160078000,367535000,1527613000,3263864000,287322000,"","","",345000,176658000,490727000,"","","",1637700000,1637700000,2128427000,1135437000,1135437000,3263864000,"",64973897,200609015,"","",0.1932,2850805,97863850,1548240501,957349000,2505589501,430548890,2075040611,2607093000,-532052389,542461389,10409000,"",10409000,0.766334,510304167,542876773,"",""
711089,221990,"CHESTNUT HILL BENEVOLENT ASSOCIATION","910 BOYLSTON STREET","CHESTNUT HILL",MA,02467-2404,NORFOLK,14454,U,RNMHC,2,1,01/01/2019,12/31/2019,14.12,"","",892,"",1276,20,7300,"",25,"",36,"",892,"",12976,82,29930,"",25,"",53,"",892,"",1276,20,7300,"",25,"",36,"","","","",3606857,4707131,905520,6408741,3560940,"",3560940,"","","","","","","",287010,1672286,"",1062397,-97642,5800,14860,3385226,32687,608370,22012395,9023344,"",3246663,"","",13920463,"",20365078,24394840,41700529,368633,268572,-30,16940,"",69740,1768004,"","","",203314,203314,1971318,39729211,39729211,41700529,"","","","","","","","",3560960,114813,3675773,"",3675773,8313988,-4638215,7652998,3014783,"",3014783,"","","","",""
711098,231323,"SPECTRUM HEALTH REED CITY","300 PATTERSON ROAD","REED CITY",MI,49677-,OSCEOLA,99923,R,CAH,2,2,07/01/2019,12/31/2019,196.14,"","",652,"",1015,25,4600,"",44,"",86,"",3555,6164,21277,75,13800,"",44,"",86,"",105,"",195,21,3864,"",44,"",86,168991,2965766,1208811,2576048,8000079,20021406,1723933,27070539,6626595,74750754,81377349,2079405,64576,8000079,"","","",28864140,"","",17154500,-12556425,1142704,142641,1257722,36001548,211631,1002513,20294763,591420,"",19519570,"","",11968943,42496,983298,1025794,48996285,449719,1434468,"","","",562335,2377492,"","","",5295002,5295002,7672494,41323791,41323791,48996285,"","","","","","","","",6588639,75343799,81932438,47348286,34584152,28021485,6562667,460289,7022956,"",7022956,0.332654,1579172,13227925,"",""
